image_name,r2_x,r2_y,r2_z,r2_r,r2_g,r2_b,r2_total,rmse,chamfer_distance,train_time,train_samples,test_samples
000094.png,0.9998076057434557,0.9990216471963389,0.9680127700847865,0.5973214872269178,0.5629452515538993,0.5704208204983641,0.782921597050627,0.12428165408414595,0.18109157503850495,128.89283776283264,1168,292
000000.png,0.7436365018952535,0.9962109086715953,0.4669650126458823,0.45820077789767777,0.2106641163626891,0.4382890726970915,0.5523277316950317,0.07614979723346703,0.11613307720546526,110.178466796875,1104,276
000016.png,0.9992860172668346,0.9980804008227402,0.9441251855094888,0.6225275841343514,0.5481741083419379,0.5043938706154676,0.7694311944484701,0.12292929848797875,0.18304719140844355,108.8301191329956,1075,269
000093.png,0.9805083404154558,0.8670522026238985,0.6515708662625223,0.653799395131368,0.5641533033478541,0.6411160967349143,0.7263667007526688,0.13240458736806124,0.1612288788181919,137.75377893447876,1065,267
