experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank3,000115.JPG,0.7552461757183756,[0.99092136 0.9873401  0.98069903 0.57005514 0.53360685 0.46885457],0.11333817960582561,0.17832860592946576,21.33983278274536,982,246
matern05_rank3,000117.JPG,0.7676386128985561,[0.98853089 0.99112942 0.98698669 0.53731847 0.51442184 0.58744436],0.12086069579768263,0.1954778791102592,17.594364166259766,865,217
matern05_rank3,000079.JPG,0.8014973318030149,[0.94229986 0.94155478 0.93716041 0.64040647 0.62347036 0.72409211],0.11794140717522981,0.1941076924548591,16.435898303985596,833,209
matern05_rank3,000072.JPG,0.7379813818835884,[0.9962998  0.98979757 0.97418739 0.54451764 0.47610311 0.44698278],0.11582392463418972,0.18307923356272926,15.788982152938843,817,205
