experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank3,000012.JPG,0.8001398236289949,[0.97348606 0.96624658 0.96540038 0.74610582 0.51758182 0.63201829],0.07896933369094626,0.06564773753509894,655.8079941272736,6222,1556
matern05_rank3,000013.JPG,0.7723767700129073,[0.93714063 0.91031982 0.93654557 0.73058041 0.49445143 0.62522276],0.08238697865858619,0.06505249433217278,1086.2320249080658,6148,1537
matern05_rank3,000011.JPG,0.8038694286853431,[0.97616774 0.97205977 0.9789976  0.7506658  0.52403772 0.62128795],0.08064932392717977,0.0653483203542156,711.0277378559113,6131,1533
matern05_rank3,000010.JPG,0.8080451658608458,[0.96250739 0.96588844 0.97815246 0.75314502 0.5417556  0.64682209],0.0793530824791322,0.06363633871694008,708.3402121067047,6116,1529
