experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank5,000012.JPG,0.7970780721264873,[0.96854806 0.95042212 0.9606747  0.74630674 0.52498628 0.63153053],0.07898575889759765,0.06522656892571914,763.3461408615112,6222,1556
matern05_rank5,000013.JPG,0.7751642006494759,[0.93390641 0.9153785  0.94310565 0.7302582  0.4984555  0.62988095],0.08205551729486954,0.0652307653427921,679.6125140190125,6148,1537
matern05_rank5,000011.JPG,0.8043427348381577,[0.98020621 0.97374213 0.97403073 0.7497718  0.52471274 0.6235928 ],0.08059081958151276,0.06329774919560248,7992.476072311401,6131,1533
matern05_rank5,000010.JPG,0.8090221984456116,[0.96974647 0.9627308  0.97345141 0.7554646  0.54428186 0.64845806],0.07911477272541698,0.06349329376608727,40542.139441013336,6116,1529
