experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern25_rank4,000011.JPG,0.6187886071818958,[0.73196106 0.6293     0.82767665 0.5636259  0.4479068  0.51226122],0.15431469778559923,0.30517235871410375,6.77713680267334,384,96
matern25_rank4,000009.JPG,0.61950860108168,[0.79095498 0.7336667  0.82291162 0.50424916 0.38070122 0.48456792],0.1437069706133644,0.25794748805851797,6.945171117782593,380,95
mixed_matern_rank1,000007.JPG,0.7010506328567425,[0.72527999 0.80077622 0.74588678 0.70471961 0.59545153 0.63418967],0.13026134869350459,0.24688472907698805,5.695221900939941,402,101
mixed_matern_rank1,000008.JPG,0.6693411909408291,[0.78331247 0.7764868  0.77161863 0.60142023 0.52601779 0.55719123],0.13963400774013396,0.2471529450482458,5.502644062042236,392,99
mixed_matern_rank1,000011.JPG,0.6547626500356494,[0.78890987 0.69526277 0.8569603  0.58947698 0.44747921 0.55048676],0.1481053011431233,0.28301030212207945,5.347567796707153,384,96
mixed_matern_rank1,000009.JPG,0.6762203901749287,[0.80267102 0.81151666 0.85004655 0.55498921 0.46656123 0.57153767],0.1331585078550022,0.24115086161146387,5.378772020339966,380,95
mixed_matern_rank3,000007.JPG,0.7025984966864437,[0.73514203 0.78855478 0.75694234 0.70179549 0.59977021 0.63338613],0.130106382488163,0.24631207960855125,6.656723976135254,402,101
mixed_matern_rank3,000008.JPG,0.6717067169588561,[0.78647304 0.77541227 0.77242619 0.60755084 0.5277701  0.56060786],0.139085616273614,0.24377522168221927,6.450363874435425,392,99
mixed_matern_rank3,000011.JPG,0.6532739720618411,[0.7811051  0.69084634 0.85592607 0.58978847 0.44630995 0.55566792],0.1482080321090129,0.2781421706786347,6.216958045959473,384,96
mixed_matern_rank3,000009.JPG,0.6818304373688203,[0.81420981 0.82248607 0.84132789 0.56164739 0.47375172 0.57755975],0.13202696136620506,0.23805905121122858,6.240952014923096,380,95
matern25_wendland_rank3,000007.JPG,0.716699198909691,[0.73644153 0.80599198 0.75572818 0.72330203 0.61708684 0.66164464],0.1265466898326907,0.24133839547736147,6.866989850997925,402,101
matern25_wendland_rank3,000008.JPG,0.6730648475690019,[0.78468891 0.77983158 0.77591093 0.60116244 0.52484174 0.57195349],0.13880205093084255,0.24561257467995506,6.720341920852661,392,99
