experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern25_rank4,000007.JPG,0.6363710817323311,[0.69892002 0.76382798 0.72319672 0.59537106 0.506839   0.53007171],0.14498468848639873,0.2764004754280287,7.011282920837402,402,101
matern25_rank4,000008.JPG,0.5854354087353153,[0.75048658 0.74073921 0.76295996 0.45993894 0.38716146 0.41132632],0.15827211104091427,0.2839635349441819,6.86455512046814,392,99
matern25_rank4,000011.JPG,0.6187886071818958,[0.73196106 0.6293     0.82767665 0.5636259  0.4479068  0.51226122],0.15431469778559923,0.30517235871410375,6.77713680267334,384,96
matern25_rank4,000009.JPG,0.61950860108168,[0.79095498 0.7336667  0.82291162 0.50424916 0.38070122 0.48456792],0.1437069706133644,0.25794748805851797,6.945171117782593,380,95
