experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank2,000007.JPG,0.7099682512929336,[0.720581   0.8018475  0.76280371 0.71452763 0.6060146  0.65403506],0.12817807593323283,0.2468382664559748,6.458672046661377,402,101
matern05_rank2,000008.JPG,0.6702850728167634,[0.77017625 0.78084847 0.78386598 0.59637077 0.52548025 0.56496872],0.1395088154818588,0.24572922512446993,6.303117752075195,392,99
matern05_rank2,000011.JPG,0.6580040246148969,[0.79572302 0.71058328 0.85070198 0.59269015 0.43681286 0.56151287],0.14741183012312292,0.2737846772185617,6.166027069091797,384,96
matern05_rank2,000009.JPG,0.6887958349700246,[0.84269294 0.82189218 0.84565817 0.56166728 0.47883088 0.58203356],0.13077401033901292,0.23063634600039462,6.08806300163269,380,95
