experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank3,000045.JPG,0.8492477808181563,[0.99871301 0.9949298  0.99869306 0.75880941 0.70650183 0.63783958],0.10406227656719606,0.17845292376971778,65.65864586830139,1954,489
matern05_rank3,000043.JPG,0.8615905759643452,[0.99752259 0.98670239 0.9992847  0.77481496 0.74285208 0.66836673],0.09948955537156624,0.1770911084092167,62.21911311149597,1912,479
matern05_rank3,000044.JPG,0.8544227445022928,[0.99825586 0.99496103 0.99957133 0.77335296 0.72161423 0.63878106],0.09689926805529746,0.1660687152207655,63.063719034194946,1906,477
matern05_rank3,000082.JPG,0.7650771521834273,[0.99517327 0.97232828 0.98469989 0.61336389 0.53126338 0.4936342 ],0.10844957632825102,0.1488955721123313,60.258989095687866,1876,469
