experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank2,000045.JPG,0.8499794037954214,[0.99878703 0.99408319 0.9996383  0.76311084 0.70574821 0.63850885],0.10375814249978806,0.17801039514086142,66.1724181175232,1954,489
matern05_rank2,000043.JPG,0.8621853008360786,[0.99739651 0.98701834 0.9993618  0.77615446 0.74112681 0.67205389],0.09929317618425106,0.17663427591669248,62.303598165512085,1912,479
matern05_rank2,000044.JPG,0.8539588121105971,[0.9971265  0.99341959 0.99958369 0.77318285 0.72061283 0.63982742],0.09697882697698279,0.16633311446976218,63.13704299926758,1906,477
matern05_rank2,000082.JPG,0.7639858480737544,[0.99652256 0.9765559  0.98774575 0.61516864 0.53108991 0.47683234],0.10874445104439076,0.1515948971674161,59.61508393287659,1876,469
