experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern05_rank3,000082.JPG,0.7650771521834273,[0.99517327 0.97232828 0.98469989 0.61336389 0.53126338 0.4936342 ],0.10844957632825102,0.1488955721123313,60.258989095687866,1876,469
matern05_rank4,000045.JPG,0.8513168703515334,[0.99887262 0.99405445 0.99956306 0.76497376 0.70999168 0.64044566],0.10329283202061727,0.1743348495681145,66.39588499069214,1954,489
matern05_rank4,000043.JPG,0.8628944472984322,[0.99723424 0.98670602 0.99936443 0.7804142  0.73872978 0.67491802],0.09899045252904523,0.174598716560592,63.48968195915222,1912,479
matern05_rank4,000044.JPG,0.8555419738301125,[0.99849546 0.99476743 0.99960269 0.77832122 0.72049146 0.64157358],0.0964868605564115,0.16499955808477046,63.60357403755188,1906,477
matern05_rank4,000082.JPG,0.7659703710430716,[0.99611172 0.98376691 0.9833152  0.6116895  0.52693377 0.49400512],0.10852103815306008,0.14892786299269234,60.35934114456177,1876,469
matern05_rank5,000045.JPG,0.8504327921846283,[0.99845411 0.99397074 0.99926765 0.76406319 0.70868776 0.63815331],0.10357473712523119,0.17519735061049008,64.66002011299133,1954,489
matern05_rank5,000043.JPG,0.8621974073936144,[0.9974572  0.98620197 0.99934096 0.77807495 0.74193576 0.67017361],0.09922956824241226,0.17555801986129838,62.19592809677124,1912,479
matern05_rank5,000044.JPG,0.8572409068684652,[0.99846804 0.99488282 0.99910042 0.77883314 0.72120879 0.65095223],0.09596449432415861,0.16024217901226417,62.10776090621948,1906,477
matern05_rank5,000082.JPG,0.7656486918282197,[0.99591747 0.9825844  0.98334774 0.61310215 0.53173138 0.487209  ],0.10850093351414491,0.1495685942963178,59.957448959350586,1876,469
matern05_rank6,000045.JPG,0.8495907804831614,[0.99881317 0.99352839 0.9996892  0.76231025 0.70954092 0.63366276],0.10387288749861595,0.17762947951394012,67.83806109428406,1954,489
matern05_rank6,000043.JPG,0.8631099047451368,[0.99697225 0.98313426 0.99918322 0.78025889 0.74293011 0.67618069],0.09883443619376336,0.17285981193787298,64.91023993492126,1912,479
matern05_rank6,000044.JPG,0.8551895629376615,[0.99832748 0.99504198 0.99969918 0.77311382 0.72161226 0.64334265],0.09668281474484305,0.16437824930802689,66.48488903045654,1906,477
matern05_rank6,000082.JPG,0.7648811400631743,[0.99526943 0.98079932 0.98571057 0.61180635 0.53160439 0.48409679],0.10866138378810858,0.15051605062627035,63.974031925201416,1876,469
matern15_rank2,000045.JPG,0.8369202278388516,[0.99579244 0.99407305 0.99591091 0.74181074 0.67041601 0.62351822],0.1081223187316257,0.19543294092336982,68.04617285728455,1954,489
matern15_rank2,000043.JPG,0.8556042144369282,[0.99686055 0.98181169 0.99682247 0.77328906 0.72690655 0.65793496],0.10136432445659606,0.18568109951619755,64.10411500930786,1912,479
matern15_rank2,000044.JPG,0.8371267743496013,[0.98932601 0.99082895 0.99952969 0.74448835 0.68814732 0.61044033],0.10223979073232489,0.1734499441380369,64.51931285858154,1906,477
matern15_rank2,000082.JPG,0.7386123183759983,[0.99475784 0.96673646 0.98196229 0.57301979 0.50447744 0.41072009],0.11411112447061143,0.16792222783469474,62.17104911804199,1876,469
matern15_rank3,000045.JPG,0.8390160606192776,[0.99615218 0.99321209 0.99485114 0.7452093  0.68911491 0.61555674],0.10735072579122157,0.19442048502407872,68.79855108261108,1954,489
