experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
independent,000069.JPG,0.7153725499728752,[0.99083884 0.99493834 0.9828465  0.48975456 0.38935918 0.44449788],0.12765693910840892,0.26049146163382814,36.39338970184326,2083,521
independent,000099.JPG,0.770715043023278,[0.99540906 0.99597277 0.99083333 0.58824191 0.48627279 0.56756039],0.11506966502655468,0.21409279383478022,34.294124126434326,1981,496
independent,000127.JPG,0.7689417113247262,[0.98612413 0.98873487 0.96247657 0.59450306 0.48751925 0.59429238],0.10779199125858833,0.2189695081486754,34.04725217819214,1966,492
independent,000068.JPG,0.7623878865282757,[0.99422308 0.99488948 0.98275358 0.59561752 0.46515851 0.54168515],0.11613639414260425,0.23972293385971238,33.240541219711304,1952,489
matern05_rank1,000069.JPG,0.7782520022838186,[0.99711917 0.99702525 0.99011667 0.60599993 0.52684439 0.5524066 ],0.11260715804260549,0.17919514025971128,75.89174509048462,2083,521
matern05_rank1,000099.JPG,0.8215561110961702,[0.99928557 0.99808506 0.99621369 0.68007692 0.60585094 0.64982449],0.10157027371806361,0.1606511892440097,66.44062829017639,1981,496
matern05_rank1,000127.JPG,0.8134014966804924,[0.98849382 0.99004794 0.96132863 0.69079876 0.59426689 0.65547295],0.09672287730751146,0.16375585230514664,63.852514028549194,1966,492
matern05_rank1,000068.JPG,0.8120459594268983,[0.99740961 0.99687889 0.9885261  0.68406477 0.5768249  0.62857148],0.10318427163920264,0.1707559390343253,60.07122302055359,1952,489
matern05_rank2,000069.JPG,0.7854967694138045,[0.99704947 0.9969115  0.98890812 0.62105826 0.54309348 0.56595979],0.11073498790075038,0.1784457351885036,72.17213416099548,2083,521
matern05_rank2,000099.JPG,0.8194512955067071,[0.99849641 0.99820127 0.99481802 0.67868633 0.603723   0.64278274],0.1021483431990631,0.1636757401665515,64.98389887809753,1981,496
matern05_rank2,000127.JPG,0.8155167727166007,[0.9886722  0.99000219 0.96201987 0.69646533 0.59758322 0.65835784],0.09615699322799438,0.1614817660781574,63.75518774986267,1966,492
matern05_rank2,000068.JPG,0.8116254655969092,[0.99707917 0.9964731  0.98959667 0.68531049 0.57548927 0.62580409],0.10326097621540736,0.17075009677605935,62.0044801235199,1952,489
matern05_rank3,000069.JPG,0.7797101638623088,[0.99704173 0.99664486 0.98978056 0.60888468 0.52947147 0.55643768],0.11224917837187957,0.18109678385389172,74.386714220047,2083,521
matern05_rank3,000099.JPG,0.8190003556907989,[0.9991363  0.99767727 0.99588422 0.6746058  0.60380813 0.64289042],0.1023051628854442,0.1612989297953718,69.02784419059753,1981,496
matern05_rank3,000127.JPG,0.8153888157101085,[0.98892818 0.98999062 0.96190356 0.69422685 0.59773178 0.65955191],0.09621229173490158,0.16159459260087267,67.41980791091919,1966,492
matern05_rank3,000068.JPG,0.8144760990576643,[0.99752244 0.99668721 0.98873979 0.68895845 0.58433482 0.63061389],0.10248049195131553,0.16807832165326983,64.79091715812683,1952,489
matern05_rank4,000069.JPG,0.7860036276053853,[0.9959418  0.99648274 0.98986371 0.61996225 0.54926083 0.56451043],0.1105790432670325,0.17443659059348876,76.33879709243774,2083,521
matern05_rank4,000099.JPG,0.8222805176175491,[0.9981533  0.99879227 0.996192   0.68094105 0.61130807 0.64829641],0.10133584172566008,0.15968322023884202,66.9681339263916,1981,496
matern05_rank4,000127.JPG,0.8153307599786114,[0.98857703 0.98983194 0.96255697 0.69000507 0.60157999 0.65943357],0.09623901056731093,0.16008245459924325,67.68831419944763,1966,492
matern05_rank4,000068.JPG,0.8140960705632901,[0.99749557 0.99634723 0.98938682 0.68448855 0.58387245 0.6329858 ],0.10266567243191496,0.1669987710318191,63.118743896484375,1952,489
matern05_rank5,000069.JPG,0.784737542695654,[0.99686784 0.99713988 0.99015144 0.61698644 0.54676402 0.56051564],0.11090310715311887,0.174789909664652,76.30674576759338,2083,521
matern05_rank5,000099.JPG,0.8204545286279122,[0.99891207 0.99824017 0.99557823 0.67624091 0.60663943 0.64711636],0.10188392762052993,0.16000716818527905,68.74898505210876,1981,496
matern05_rank5,000127.JPG,0.8176153454896132,[0.98759095 0.99000932 0.96177006 0.69584646 0.60913837 0.66133692],0.09560957721594336,0.15950511369276543,67.10081005096436,1966,492
matern05_rank5,000068.JPG,0.8130057406606449,[0.99739108 0.99693751 0.98654201 0.68718102 0.57887006 0.63111277],0.10290714794451992,0.16807069259432755,65.07370281219482,1952,489
matern05_rank6,000069.JPG,0.785624401335351,[0.99612434 0.99656939 0.99052806 0.61743454 0.54742558 0.5656645 ],0.11070253901870755,0.17371450419197926,78.06823921203613,2083,521
matern05_rank6,000099.JPG,0.8220116588563869,[0.99863853 0.99744341 0.99605941 0.67882668 0.61320665 0.64789529],0.10144892881872124,0.16042508620108636,68.38321113586426,1981,496
matern05_rank6,000127.JPG,0.8167338690499664,[0.98796296 0.99007937 0.96187498 0.69140058 0.60915481 0.6599305 ],0.09585912389907147,0.16070400611793473,69.38807511329651,1966,492
matern05_rank6,000068.JPG,0.8135580999429225,[0.99769922 0.99636189 0.98746677 0.68663291 0.58361179 0.62957602],0.10275695816700436,0.16651158829593427,66.6824061870575,1952,489
matern15_rank2,000069.JPG,0.768118056402022,[0.99609612 0.99634481 0.98787528 0.58863315 0.51326989 0.52648909],0.11509919491608657,0.18946386804843862,78.17535305023193,2083,521
matern15_rank2,000099.JPG,0.8015320415229067,[0.99823652 0.99631092 0.99416427 0.64710139 0.5657281  0.60765105],0.1071157881331691,0.1678074682524237,70.27191615104675,1981,496
matern15_rank2,000127.JPG,0.7918942804990844,[0.98550358 0.98820072 0.95878591 0.647057   0.55089805 0.62092041],0.10218305189701467,0.1774490358796259,70.02477884292603,1966,492
matern15_rank2,000068.JPG,0.805208952426984,[0.99448079 0.99591248 0.985457   0.67559548 0.56775488 0.61205309],0.10492355636745103,0.17330968064643804,67.71605467796326,1952,489
matern15_rank3,000069.JPG,0.7659272740587234,[0.99200688 0.99645836 0.9879801  0.58799732 0.50685166 0.52426932],0.11556870390131636,0.194107933365411,79.95418810844421,2083,521
matern15_rank3,000099.JPG,0.7978031175832863,[0.99359095 0.99732545 0.98650462 0.64303927 0.5649238  0.60143461],0.10802099880678351,0.1771406404763009,72.43677496910095,1981,496
matern15_rank3,000127.JPG,0.7928624618359946,[0.98577402 0.98609292 0.95765263 0.65002712 0.55345046 0.62417762],0.10196535190684734,0.17439196571751905,69.132080078125,1966,492
matern15_rank3,000068.JPG,0.8043338984250576,[0.99451993 0.99617403 0.98633566 0.67063427 0.5690668  0.60927271],0.10517765013437434,0.1778594891724976,66.27249479293823,1952,489
matern15_rank4,000069.JPG,0.7667344836100914,[0.99605405 0.9963768  0.9875702  0.58335743 0.51147782 0.5255706 ],0.11546717798655236,0.19350331704539536,79.28298282623291,2083,521
