experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern25_wendland_rank3,000171.JPG,0.6711621435767071,[0.96277208 0.92053288 0.90685468 0.41677692 0.40158395 0.41845237],0.1169819351058603,0.19203487086730525,13.923421144485474,730,183
matern25_wendland_rank3,000163.JPG,0.7063162773495323,[0.94505413 0.94187668 0.94264953 0.49408094 0.50303185 0.41120453],0.10280907020338995,0.22320767114432516,13.47004222869873,698,175
matern25_wendland_rank3,000159.JPG,0.6757117685380134,[0.93364262 0.9488703  0.98641253 0.40346977 0.40493437 0.37694102],0.10871429966808366,0.18049106330012263,13.223599195480347,695,174
matern25_wendland_rank3,000157.JPG,0.7156928378830405,[0.95995717 0.94245858 0.96401941 0.48206493 0.50852065 0.43713629],0.09209107447470449,0.17316859907701393,13.067503929138184,694,174
