experiment,image_name,r2_total,r2_per_task,rmse,chamfer_distance,train_time,train_samples,test_samples
matern15_rank2,000171.JPG,0.6371390812567514,[0.9537007  0.92107365 0.90560087 0.34365152 0.34672182 0.35208593],0.12291598850620626,0.21455952662555416,13.052992105484009,730,183
matern15_rank2,000163.JPG,0.6204937269210271,[0.93050927 0.90675316 0.93964037 0.35408294 0.36916135 0.22281527],0.11697672879893095,0.27554072403641855,12.300179958343506,698,175
matern15_rank2,000159.JPG,0.612364018596721,[0.91406713 0.92447257 0.98294197 0.30198262 0.30689713 0.24382269],0.11860862384131857,0.20226565242549094,12.358180046081543,695,174
matern15_rank2,000157.JPG,0.6517784882538985,[0.94988852 0.9313027  0.96244228 0.38291954 0.40193378 0.28218412],0.10168081821429739,0.18777175691401815,12.259850025177002,694,174
